Cód.Original;Baia;Corredor;Nível;Cód.Barras
922903810234E;142;N;1;789582513353 7
922903810244;143;N;1;260010045865 7
940701220076;144;N;1;789582515334 4
922903810164;145;N;1;789002937748 0
7004451C1E;146;N;1;789011337995 6
961287670054E;147;N;1;789582525675 5
922903811144E;148;N;1;789582513389 6
961007800024E;15;N;1;789582518041 8
940780190246E;151;N;1;789582537077 2
961200690054E;152;N;1;789582526038 7
922987030117;153;N;1;789582514993 4
7003119C1E;155;N;1;789582525877 3
905692000020E;157;N;1;789582511446 8
905782010065E;158;N;1;789582511557 1
941003810056E;159;N;1;789582516669 6
961007800014E;16;N;1;789582518040 1
941003810026;160;N;1;260010046810 6
922987030107;161;N;1;260010046676 8
11193;162;N;1;789267700307 0
904524000008E;163;N;1;789582510802 3
904527409014;164;N;1;789582510806 1
74109E;165;N;1;789582536723 9
904527420042E;166;N;1;789582536990 5
904527420041E;167;N;1;789582597520 5
606908740025E;168;N;1;789582510004 1
606908740021E;169;N;1;789582536775 8
941004010025E;17;N;1;789582516677 1
904527420025E;170;N;1;789582536731 4
922959420034E;171;N;1;789000041081 6
70993879E;172;N;1;789008237278 1
940801500016E;173;N;1;789582516429 6
7006621R91E;174;N;1;789582536615 7
7006623R91E;175;N;1;789582536982 0
7006525C91E;176;N;1;789008239189 8
7006622R91E;177;N;1;789582536747 5
922901800445E;178;N;1;789582513058 1
961001800025E;179;N;1;789582517680 0
961083400134;18;N;1;789582518382 2
922901800475E;180;N;1;789582513059 8
922906100027E;181;N;1;789582536601 0
903450401470E;19;N;1;789582510612 8
903450401515E;20;N;1;789582510613 5
903450411675;21;N;1;789582510631 9
903450700900E;22;N;1;789582510646 3
903450701525E;23;N;1;789582510650 0
903450701670E;24;N;1;789582510655 5
903450701780E;25;N;1;789582510657 9
922909310114E;26;N;1;789582514404 5
940709210034E;27;N;1;789582516166 0
961209210024E;28;N;1;789582525995 4
940700530046;29;N;1;789582515263 7
941009310084;30;N;1;789582516921 5
960706010104E;31;N;1;789582517370 0
960706010094;32;N;1;260010048402 1
922903410066E;33;N;1;789582513215 8
941003410016;34;N;1;789582516650 4
 00003;35;N;1;240720070129 0
961003410066;36;N;1;789582517723 4
960703410016E;37;N;1;789582537112 0
960753410016E;37;N;1;789000041108 0
940703410074E;38;N;1;789582536672 0
RT3000;39;N;1;789007840372 7
940703410064E;39;N;1;789582515488 4
903450701800E;40;N;1;789582510658 6
903450701980E;41;N;1;789582510665 4
903450702030E;42;N;1;789582510667 8
903451002625E;43;N;1;789582510688 3
961203710034E;44;N;1;789582518606 9
940803710044E;45;N;1;789582516441 8
941003710054E;46;N;1;789582516660 3
941003710074E;47;N;1;789582516662 7
922503710034;48;N;1;260010045400 0
903450801410E;49;N;1;789582510674 6
903450801950E;50;N;1;789582510684 5
903450800965;51;N;1;789582510668 5
940803710064E;52;N;1;789582516443 2
940703710565E;53;N;1;789582515584 3
940703710374E;54;N;1;789582515573 7
940703710064E;55;N;1;789582536900 4
940803710075E;56;N;1;789582516444 9
940703710584E;57;N;1;789582515586 7
940803810074E;58;N;1;789582520019 2
T182;58;N;1;789002940034 8
940703710674E;59;N;1;789582515592 8
940703710684E;60;N;1;789582515593 5
922503710094E;61;N;1;789582512241 8
630503710034E;62;N;1;789582510134 5
940700690034E;63;N;1;789582515279 8
7005207C1E;64;N;1;789582536701 7
905685090134E;65;N;1;789582511443 7
905685090048E;66;N;1;789582536761 1
7005208C1E;67;N;1;789582532555 0
7005206C1E;68;N;1;789582531629 9
RH3328;69;N;1;789011338697 8
940700670014;70;N;1;789582515272 9
1835985C92E;71;N;1;789006537648 5
961003810126E;72;N;1;789582517795 1
941003800014E;73;N;1;789582516666 5
922903810954;74;N;1;789582513384 1
940703810084E;75;N;1;789582515610 9
922903811594;76;N;1;260010045900 5
922903810334E;77;N;1;789582513360 5
961206450034E;78;N;1;789582524388 5
940706450224E;79;N;1;789582515832 5
940703800014E;80;N;1;789582515600 0
940706450134E;81;N;1;789582515830 1
940706450124E;82;N;1;789582515829 5
940706450064E;83;N;1;789582536849 6
7004493R1E;84;N;1;789582530453 1
940756450064E;85;N;1;789000040904 9
905300109030E;86;N;1;789582511201 3
V5621940;86;N;1;100670053554 4
940756450114E;87;N;1;789000040916 2
961006100027E;88;N;1;789582536651 5
905300109023E;89;N;1;789582511194 8
940706450114E;90;N;1;789582536665 2
922903210035E;91;N;1;789582536614 0
961204640014E;92;N;1;789582518634 2
7000861C1E;93;N;1;789582536623 2
905302009043E;95;N;1;789582511232 7
905302009051E;98;N;1;789582511239 6
905302009050E;99;N;1;789582511238 9
922901400145; 001;O;1;789582512922 6
7001841C91; 002;O;1;789002034653 9
622801400145; 003;O;1;789582510064 5
922901400365; 004;O;1;789582512926 4
622801400165; 005;O;1;789582510067 6
941001400045; 006;O;1;789582516609 2
961001400065; 007;O;1;789582517644 2
941201400015; 008;O;1;789582517089 1
7001877C91E; 009;O;1;789002040693 6
7001880C91; 010;O;1;789582524670 1
940701400126; 011;O;1;789582515351 1
940701400086; 012;O;1;789582515346 7
940701400046; 013;O;1;789582515344 3
940801400016; 014;O;1;789582516426 5
960781400037; 015;O;1;789582517563 6
960781400023; 016;O;1;789001838264 8
R7002903C1; 017;O;1;789582525244 3
7001890C1; 018;O;1;789582525231 3
7006235R1; 019;O;1;789002037510 2
70993387; 020;O;1;789582505960 8
70993404R; 021;O;1;789582524716 6
70993415R; 022;O;1;789002031355 5
940701800027; 023;O;1;789582515388 7
940701800025E; 024;O;1;789004034718 9
940701800227; 025;O;1;789582515401 3
960701800015; 026;O;1;789582517302 1
960701800017; 027;O;1;789582517304 5
940701800017E; 028;O;1;789582515385 6
961007010014E; 029;O;1;789582517986 3
70830133E; 030;O;1;789582508074 9
70830153E; 031;O;1;789582508076 3
905414231006; 033;O;1;789582511383 6
905411800305; 034;O;1;789582511327 0
FCD21581; 035;O;1;789002838679 7
905410500097; 035;O;1;789582511287 7
FCD0710; 035;O;1;789002839841 7
FCD2045B; 035;O;1;789002840066 0
WO120; 036;O;1;789002840167 4
WO205; 036;O;1;789002840540 5
WOE3001; 036;O;1;789002838680 3
JFO0211; 036;O;1;789002840112 4
MASTER0060E; 036;O;1;789582519302 9
WUN10001; 036;O;1;789002839217 0
905411800306; 037;O;1;789582511328 7
905410500088; 038;O;1;789582511282 2
905411420009; 039;O;1;789582511308 9
 0986450704; 039;O;1;760280020015 9
KX43; 039;O;1;789241545852 0
905411800304E; 040;O;1;789582511326 3
1842638C92E; 041;O;1;789002837026 0
1850830C2E; 042;O;1;789002837025 3
1850832C1E; 043;O;1;789002836980 6
905410500095E; 044;O;1;789582536704 8
940709060036;044A;O;1;789582516102 8
940709060385; 045;O;1;789582516120 2
940709060395; 046;O;1;789582516121 9
940709060405; 047;O;1;789582516122 6
940709060415; 048;O;1;789582516123 3
940709060035; 049;O;1;789582516101 1
940709060275E; 050;O;1;789582516113 4
940709060285E; 051;O;1;789582516114 1
940709060295E; 052;O;1;789582516115 8
940709060305E; 053;O;1;789582516116 5
940709060625E; 054;O;1;789582516133 2
961009010025; 055;O;1;789582518133 0
960709420025; 056;O;1;789582517519 3
922909061025; 057;O;1;789582514134 1
922909061035; 058;O;1;789582514135 8
922909061045; 059;O;1;789582514136 5
922909061055; 060;O;1;789582514137 2
922909061065; 061;O;1;789582514138 9
922909061075; 062;O;1;789582514139 6
922909060685; 063;O;1;789582514119 8
922909010486E; 064;O;1;789582514012 2
922909010495; 065;O;1;789582514013 9
922900160737; 066;O;1;789582512775 8
941009060375E; 067;O;1;789582516881 2
961009060455;067A;O;1;789582518179 8
961009060545; 068;O;1;789582518188 0
961009060555E; 069;O;1;789582518189 7
961009060565E; 070;O;1;789582518190 3
961009060575; 071;O;1;789582518191 0
961009060585E; 072;O;1;789582518192 7
961009060595E; 073;O;1;789582518193 4
961009010155; 074;O;1;789582518140 8
922909010015E; 075;O;1;789582513994 2
922903290506; 076;O;1;260010045751 3
922909420034; 077;O;1;789582514457 1
922909150044E; 078;O;1;789582514287 4
940789010696; 079;O;1;789582516397 8
922909420715; 080;O;1;789582514489 2
922909420095E; 081;O;1;789582514460 1
940709010095E; 082;O;1;789582516045 8
960709010125; 083;O;1;789582517468 4
960709010055; 084;O;1;789582517462 2
940709011025E; 085;O;1;789582520065 9
922909420735; 086;O;1;789582514490 8
940709060615; 087;O;1;789582516132 5
922909010935E; 088;O;1;789582514031 3
960709010105E; 089;O;1;789582517466 0
940709010125E; 090;O;1;789582516047 2
941009060015; 091;O;1;789582516853 9
941009060025; 092;O;1;789582516854 6
941009060035; 093;O;1;789582516855 3
941009060045; 094;O;1;789582516856 0
961009060016; 095;O;1;789582518152 1
941009060265; 096;O;1;789582516872 0
941009060275; 097;O;1;789582516873 7
941009060285; 098;O;1;789582516874 4
941009060295; 099;O;1;789582516875 1
941009060405;100;O;1;789582516884 3
941009060325;101;O;1;789582516877 5
941009060335;102;O;1;789582516878 2
941009060345;103;O;1;789582516879 9
941009060355E;104;O;1;789582516880 5
941009060395;105;O;1;789582516883 6
960709060135;106;O;1;789582517478 3
960709060145;107;O;1;789582517479 0
960709060155;108;O;1;789582517480 6
960709060165E;109;O;1;789582517481 3
960709060175;110;O;1;789582517482 0
960709060185;111;O;1;789582517483 7
632559060395E;112;O;1;789000041054 0
632509060395;112;O;1;789582510210 6
922909010985E;113;O;1;789582514033 7
632559060405E;113;O;1;789000041099 1
632509060405;113;O;1;789582510211 3
632509060415;114;O;1;789582510212 0
632559060415E;114;O;1;789000041075 5
632509060425;115;O;1;789582510213 7
632509060435;116;O;1;789582510214 4
632509060445;117;O;1;789582510215 1
922909060295E;118;O;1;789582514106 8
BDP6004;119;O;1;789001140686 0
922909061905;119;O;1;789582514167 9
922909061915;120;O;1;789582514168 6
BDP6003;120;O;1;789001140687 7
D229;121;O;1;789001140688 4
BDP6002;121;O;1;789001140690 7
922909061925;121;O;1;789582514169 3
BDP6001;122;O;1;789001140689 1
922909061935;122;O;1;789582514170 9
922909062025E;123;O;1;789582514177 8
922909062035;124;O;1;789582514178 5
922909062045E;125;O;1;789582514179 2
922909062055E;126;O;1;789582514180 8
940709010165;127;O;1;789582516051 9
961009010035E;128;O;1;789582518134 7
922909420124;129;O;1;789582514463 2
941009060255;130;O;1;789582516871 3
922909011044E;131;O;1;789582514036 8
940709120105;131A;O;1;789582516144 8
940709420034E;132;O;1;789582516191 2
941009060385E;133;O;1;789582516882 9
922989390206;134;O;1;789582515128 9
922989390216;135;O;1;789582515129 6
941009060185;136;O;1;789582516867 6
940709060255E;137;O;1;789582516111 0
940709010825E;138;O;1;789582516095 3
922909010835E;139;O;1;789582514028 3
961009010215E;140;O;1;789582518144 6
922909062135;141;O;1;789582514186 0
922909062145E;142;O;1;789582514187 7
922909062155;143;O;1;789582514188 4
922909062165;144;O;1;789582514189 1
922909062175;145;O;1;789582514190 7
922909062185;146;O;1;789582514191 4
922909061535;147;O;1;789582514145 7
922909061545;148;O;1;789582514146 4
922909061555;149;O;1;789582514147 1
922909061565;150;O;1;789582514148 8
922909060895E;151;O;1;789582536799 4
961009060015;152;O;1;789582518151 4
961009060025;153;O;1;789582518153 8
961009060035;154;O;1;789582518155 2
961009060045;155;O;1;789582518157 6
961009060055;156;O;1;789582518158 3
961009060065;157;O;1;789582518160 6
960709060365;158;O;1;789582517502 5
960709060375;159;O;1;789582517503 2
7002966C91;15A;O;1;789004040573 5
960709060385;160;O;1;789582517504 9
960709060395;161;O;1;789582517505 6
960709060405;162;O;1;789582517506 3
960709060415;163;O;1;789582517507 0
922609060055E;164;O;1;789582512660 7
922609060065;165;O;1;789582512661 4
922609060075;166;O;1;789582512662 1
922609060085;167;O;1;789582512663 8
922609060026E;168;O;1;789582512658 4
941209060545;169;O;1;789582517215 4
941209060555;170;O;1;789582517216 1
941209060565;171;O;1;789582517217 8
941209060575;172;O;1;789582517218 5
941209060585;173;O;1;789582517219 2
922909011026E;174;O;1;789582514035 1
940809060015;175;O;1;789582516506 4
940809060025;176;O;1;789582516507 1
940809060035;177;O;1;789582516508 8
960709010095E;178;O;1;789582517465 3
940809060045;178;O;1;789582516509 5
960709060125;179;O;1;789582517477 6
961009010165;180;O;1;789582518141 5
960709000027;181;O;1;789582517458 5
961209060185E;182;O;1;789582518746 2
941009060205;183;O;1;789582516868 3
961209060015;184;O;1;789582518733 2
961209060025E;185;O;1;789582518734 9
961209060035E;186;O;1;789582518735 6
961209060045;187;O;1;260010048799 2
961209060055E;188;O;1;789582518737 0
961209060065E;189;O;1;789582518738 7
922909420145;190;O;1;789582514464 9
922909120975E;191;O;1;789582514256 0
922909120205E;192;O;1;789582514221 8
922909120305E;192A;O;1;789582514228 7
922909120925E;193;O;1;789582514253 9
922909121165;194;O;1;260010046378 1
922909121215E;195;O;1;789582514264 5
922909120535E;196;O;1;789582514234 8
922609120075;197;O;1;789582512671 3
922909120075E;198;O;1;789582514218 8
922509060085;199;O;1;789582512427 6
940709010615;200;O;1;789582516078 6
922509060315;201;O;1;789582512433 7
922909010285E;202;O;1;789582514006 1
922909060135E;203;O;1;789582514091 7
961009110014E;204;O;1;789582518211 5
961009060485;205;O;1;789582518182 8
922909420165E;206;O;1;789582514465 6
940709060265;207;O;1;789582516112 7
960709010145;208;O;1;789582517469 1
940709420205;209;O;1;789582516202 5
941009010215E;210;O;1;789582520002 4
961009010105E;211;O;1;789582518137 8
922909420355E;212;O;1;789582514479 3
941009010235;213;O;1;789582516851 5
941009060415;214;O;1;789582516885 0
961009060325E;215;O;1;789582518176 7
961009060335;216;O;1;789582518177 4
960709010015;217;O;1;789582517459 2
940709010085E;218;O;1;789582516044 1
922909011395E;219;O;1;789582514059 7
940709010335;220;O;1;789582516062 5
961209060335E;221;O;1;789582518760 8
922909010655E;222;O;1;789582514022 1
922909011265E;223;O;1;789582514049 8
922909010275;224;O;1;789582514005 4
922909061945E;225;O;1;789582514171 6
960709010045E;226;O;1;789582517461 5
922909010996E;227;O;1;789582514034 4
922909061765;228;O;1;789582514159 4
961009060475E;229;O;1;789582518181 1
941009060065;230;O;1;789582516860 7
940709120155;231A;O;1;789582516149 3
940709010025E;232;O;1;789582516041 0
940709010865E;232A;O;1;789582516098 4
940709010015;233;O;1;789582516040 3
941209060305E;234;O;1;789582517200 0
941209060295E;235;O;1;789582517199 7
960709060325E;236;O;1;789582517498 1
961009060255;237;O;1;789582518169 9
961009060265;238;O;1;789582518170 5
961009060275;239;O;1;789582518171 2
961009060285;240;O;1;789582518172 9
961009060295;241;O;1;789582518173 6
961009060305E;242;O;1;789582518174 3
961009060315E;243;O;1;260010047326 1
941209060225E;244;O;1;789582517192 8
960709060315E;247;O;1;789582517497 4
940709060515E;248;O;1;789582516126 4
940709060195E;249;O;1;789582516110 3
922909062075E;250;O;1;789582514182 2
922909011096;251;O;1;260010046220 3
940809420025E;252;O;1;789582519972 4
960709060275E;253;O;1;789582517493 6
940789010586;254;O;1;789582516396 1
960709010115;255;O;1;789582517467 7
960709060265E;256;O;1;789582517492 9
922509010086E;257;O;1;789582512415 3
961008610074E;258;O;1;789582518100 2
961208610044E;259;O;1;789582518722 6
941209060595E;260;O;1;789582519514 6
961009420224E;261;O;1;789582518292 4
940809060055E;262;O;1;789582516510 1
961209420015E;263;O;1;789582518796 7
961209420035E;264;O;1;789582518798 1
961209420025E;265;O;1;789582518797 4
961209420045E;266;O;1;789582525220 7
922909061975E;267;O;1;789582514173 0
961008610264E;268;O;1;789582518115 6
623208610314E;269;O;1;789582510121 5
941009390014;269;O;1;789582516924 6
623208610344E;270;O;1;789582510122 2
960709010085;271;O;1;789582537264 6
941009390034;272;O;1;789582516925 3
940708611014E;273;O;1;789582516030 4
941009060225E;274;O;1;789582516869 0
7001355C1E;275;O;1;789582524582 7
940709060185;276;O;1;789582516109 7
7005662R1;277;O;1;789002838450 2
922903290126E;283;O;1;789582513105 2
922903290236E;284;O;1;789582513116 8
922903290136E;285;O;1;789582513106 9
940703290056E;286;O;1;789582515422 8
940703290126E;287;O;1;789582515425 9
940703290036E;288;O;1;789582515420 4
940703290176E;289;O;1;789582515429 7
940703290046E;290;O;1;789582545155 6
960703290036E;291;O;1;789582537180 9
961003290016E;292;O;1;789582517695 4
940703290106E;293;O;1;789582515424 2
940703290026E;294;O;1;789582537549 4
922903290476E;295;O;1;789582513131 1
922903290426E;295A;O;1;789582513127 4
922903290076E;296;O;1;789582513100 7
941003290036E;297;O;1;789582516639 9
7005156C1E;298;O;1;789582531678 7
WF10302;39;O;1;789002839946 9
905410220010E;42A;O;1;789582511275 4
941009010185;001A;P;1;789582516848 5
961009010175;001B;P;1;789582518142 2
922903290206E; 003;P;1;789582513113 7
922903290436E; 008;P;1;789582513128 1
922903290446E; 009;P;1;789582513129 8
922903290536E; 010;P;1;789582513135 9
922900160687;011A;P;1;789582512770 3
922900160697; 012;P;1;789582512771 0
960703290016E; 017;P;1;789582545246 1
940780191056;018A;P;1;789582520077 2
922903290096E; 019;P;1;789582513102 1
905292010123;019B;P;1;789582520066 6
905292010160E;019B;P;1;789010140777 7
940809400024E;019C;P;1;789582520044 4
7006662C91E; 021;P;1;789001140435 4
941009010045; 021;P;1;789582516840 9
961009060095E; 022;P;1;789582518162 0
961009060165E;022A;P;1;789582518167 5
961009060105; 023;P;1;260010047317 9
961009060525E; 024;P;1;789582518186 6
961009390024;024A;P;1;789582518267 2
961009060185; 025;P;1;789582518168 2
961009060955; 026;P;1;789582518209 2
961009060515;026A;P;1;789582518185 9
961009060495; 027;P;1;789582518183 5
940709060635E; 028;P;1;789582516134 9
940709060645E; 029;P;1;260010040726 6
940709060655E; 030;P;1;789582516135 6
941009060315; 031;P;1;789582516876 8
941209060155E;031A;P;1;789582517185 0
941209060215E;031B;P;1;789582517191 1
940709060095E; 032;P;1;789582516104 2
940709060085E; 033;P;1;789582516103 5
940709010915E; 034;P;1;789582524471 4
940709010635E; 034;P;1;789582519953 3
922909011385E; 038;P;1;789582514058 0
940708610174E; 039;P;1;789582515980 3
922903550774E;039A;P;1;789582513313 1
961209060585E;039E;P;1;789582518774 5
961209060595;039F;P;1;789582518775 2
961209060605;039G;P;1;789582518776 9
961209060615;039H;P;1;789582518777 6
961209060625;039I;P;1;789582518778 3
961209060635;039J;P;1;789582518779 0
961209060645;039K;P;1;789582518780 6
961209060655;039L;P;1;789582519519 1
961209060665E;039M;P;1;789582519520 7
961209060675;039N;P;1;789582519521 4
961209060685E;039O;P;1;789582519522 1
961209060695;039P;P;1;789582519523 8
961209060705;039Q;P;1;789582519524 5
961209060715;039R;P;1;789582519525 2
941209060175E;039S;P;1;789582517187 4
961209060465E;039T;P;1;789582518773 8
940709010545; 044;P;1;789582516072 4
940709010555; 045;P;1;789582516073 1
940709010565; 046;P;1;789582516074 8
940709010585E; 048;P;1;789582516076 2
940709010595E; 049;P;1;789582516077 9
940709010655E; 050;P;1;789582516080 9
940709010695E; 051;P;1;789582516084 7
922903290106E; 052;P;1;789582513103 8
922903290616E; 053;P;1;789582513142 7
905292010066E; 054;P;1;789582511113 9
905292080067E; 055;P;1;789582511179 5
704944-5001;055A;P;1;789010135989 2
905292010068E; 056;P;1;789582511115 3
960707010014E; 057;P;1;789582517408 0
905292080020E; 058;P;1;789582511158 0
941000530036E; 059;P;1;789582516583 5
905292080076;059A;P;1;789582511186 3
622609300064; 062;P;1;789582510051 5
940708610834E; 063;P;1;789582516021 2
922508610294E; 063;P;1;789582512400 9
7289JA;063A;P;1;690050280208 6
TR3222;063A;P;1;789950094053 3
RB3199;063A;P;1;789000041095 3
622608613014E; 064;P;1;789582510050 8
922508610434E; 065;P;1;789582512405 4
922508610444E;065A;P;1;789582537305 6
940708610186E; 066;P;1;789582515981 0
940708610204E; 067;P;1;789582515984 1
940708611024E;067A;P;1;789582516031 1
922508610094E; 068;P;1;789582537024 6
940708611034E;068A;P;1;789582516032 8
922608610044E; 069;P;1;789582512650 8
922908610364E;069A;P;1;789582513900 3
922508610124E; 070;P;1;789582512390 3
922508610034E;070A;P;1;789582512386 6
922608610054E; 071;P;1;789582512651 5
961008610334E; 072;P;1;789582536585 3
922908610304E; 073;P;1;789582513896 9
941008610364E;073A;P;1;789582516835 5
922908610694E; 074;P;1;789582513920 1
940708610094E; 075;P;1;789582515972 8
922908611284E; 076;P;1;789582513946 1
940708610116E; 077;P;1;789582515974 2
940708610034E; 078;P;1;789582515967 4
940708610126E; 079;P;1;789582515975 9
940708610104E; 080;P;1;789582515973 5
940708610154E; 081;P;1;789582536752 9
941008610154E; 082;P;1;789582545152 5
961008610394E; 083;P;1;789582518124 8
940708610144E; 084;P;1;789582515977 3
961008610464E; 085;P;1;789582518125 5
922508610264E; 086;P;1;789582512398 9
940808610034E; 087;P;1;789582516490 6
922508610394E; 091;P;1;789582512401 6
922508610424E; 092;P;1;789582512404 7
941007030014E; 094;P;1;789582516767 9
903102030025E; 095;P;1;789582510586 2
R05292080093; 097;P;1;100010015253 0
905292080052E;098A;P;1;789582511169 6
922507800024;100;P;1;789582512355 2
922909300287;101;P;1;789582514375 8
905400150010;103;P;1;789582511246 4
940707020044;104;P;1;260010048023 8
922609010106;105;P;1;789582512656 0
961208610064E;105A;P;1;789582518724 0
961208610024E;107;P;1;789582518720 2
922908611954E;109;P;1;789582513985 0
940708610944E;109A;P;1;789582516024 3
961008610034E;110;P;1;789582518097 5
940708610954E;110B;P;1;789582516025 0
922908611964E;111;P;1;789582513986 7
940708610984E;111A;P;1;789582516027 4
941008610044E;112;P;1;789582516814 0
7003056C1E;112A;P;1;789000540579 4
922908611974E;113;P;1;789582513987 4
940708610064;114;P;1;789582515969 8
940708610196E;115;P;1;789582515983 4
940708610674E;115A;P;1;789582516013 7
940708611004E;116;P;1;789582545180 8
940708610764E;116A;P;1;789582516019 9
632503000055E;117;P;1;789582510184 0
940708610784E;117A;P;1;789582516020 5
632503000065E;118;P;1;789582510185 7
922908611614E;118A;P;1;789582513966 9
961008610134E;119;P;1;789582518104 0
940708610384E;119A;P;1;789582515991 9
940708610264E;120;P;1;789582515988 9
940708610724E;120A;P;1;789582516015 1
922908610084E;121;P;1;789582513879 2
961008610224E;121A;P;1;789582518112 5
940708610744E;122;P;1;789582536664 5
960708610044E;122A;P;1;789582517446 2
922508610134E;135;P;1;789582512391 0
922908610134E;136A;P;1;789582513881 5
922908610474E;137;P;1;789582513907 2
922908610184E;137A;P;1;789582513885 3
922908610704E;138;P;1;789582513921 8
922908611014E;139;P;1;789582513938 6
940708610654E;139A;P;1;789582516012 0
940708610054E;140;P;1;789582515968 1
940708610214E;141;P;1;789582515985 8
922908610294E;141A;P;1;789582513895 2
960708610144E;142;P;1;789582517451 6
940808610044E;142A;P;1;789582516491 3
941008610124;143;P;1;789582516822 5
604010107530E;143A;P;1;789582509831 7
920708610034E;144;P;1;789582512072 8
940808610024E;144A;P;1;789582516489 0
940709010395E;145;P;1;789582516063 2
940709010415E;147;P;1;789582516065 6
940709010435;149;P;1;789582516067 0
940709060565;149A;P;1;789582516129 5
940709010265E;151;P;1;789582516058 8
961009420045E;152;P;1;789582518283 2
941009420025E;152A;P;1;789582516928 4
940709010685E;153;P;1;789582516083 0
940709011015E;154;P;1;789582520064 2
MP31236E;156;P;1;789582519414 9
903100100030;157;P;1;789582510571 8
941208610024E;157A;P;1;789582517165 2
960709730015;158;P;1;260190040906 1
922907220014E;159;P;1;789582519734 8
922907220024E;159;P;1;789010040679 5
92290722024E;159;P;1;789010039021 6
940809070014E;160A;P;1;789582516516 3
940809070024E;160B;P;1;789582516517 0
MP102885200;161;P;1;789582519408 8
940708610754E;161A;P;1;789582516018 2
MP31560;162;P;1;789582519415 6
961008610214E;162A;P;1;789582518111 8
MD302850200;163;P;1;789582519321 0
922508610254E;163A;P;1;789582512397 2
922608610034E;164;P;1;789582512649 2
940808610104E;164A;P;1;789582516493 7
940808610054E;165;P;1;789582516492 0
940808610114E;165A;P;1;789582516494 4
903102030023E;166;P;1;789582510585 5
922508610244E;166A;P;1;789582512396 5
922508610024;166A;P;1;260010045449 9
922609010075E;167;P;1;789582512653 9
941009420015;167A;P;1;789582516926 0
961008610244E;168;P;1;789582518113 2
961008610474E;169;P;1;789582518126 2
922908611844E;169A;P;1;789582513979 9
961008610054E;170;P;1;789582518099 9
961089730054E;171;P;1;260930041028 1
940709390024E;179;P;1;789582516173 8
922909010665E;183;P;1;789582514023 8
960709060426;99B;P;1;789582517508 7
53009080; 001;Q;1;789537203903 0
902403101260E; 001;Q;1;789582510549 7
7001943C1E;001B;Q;1;789582525592 5
7001944C1E;001C;Q;1;789582525593 2
902402202760E; 002;Q;1;789582510540 4
53008080; 002;Q;1;789537203902 3
902403001060E; 003;Q;1;789582510542 8
53005080; 004;Q;1;789537203899 6
902402202761E; 004;Q;1;789582510541 1
902403002860E; 005;Q;1;789582510546 6
902403001500E; 006;Q;1;789582510543 5
50017107; 007;Q;1;789001739882 4
VS5103; 007;Q;1;789001739297 6
902403002900E; 007;Q;1;789582510547 3
902403001900E; 008;Q;1;789582510544 2
602152250025E; 009;Q;1;789582536809 0
620609760024E;009A;Q;1;789582510020 1
7002905C1E; 010;Q;1;789582536636 2
602152200036; 010;Q;1;789582509707 5
622609760014E; 011;Q;1;789582510052 2
L939; 011;Q;1;789005239986 2
NV114; 011;Q;1;789005239460 7
602152200025E;011A;Q;1;789582537027 7
922909760034; 012;Q;1;789582514541 7
602152250030E; 013;Q;1;789582537047 5
602152250022E; 014;Q;1;789582536611 9
602152200022E;014A;Q;1;789582509704 4
922909760014E; 015;Q;1;789582536576 1
922959760014E;015A;Q;1;789582585918 5
961009760024E; 016;Q;1;789582518297 9
602152200030E;016A;Q;1;789582509706 8
602152250018E; 017;Q;1;789582536679 9
602152200020E; 018;Q;1;789582509703 7
903260100008E; 019;Q;1;789582536660 7
603200486005E;019A;Q;1;789582509805 8
903260100011E; 020;Q;1;789582510608 1
BG090; 021;Q;1;170220043056 2
72235690; 021;Q;1;789053712599 3
G13090; 021;Q;1;120220040155 0
603200746204E;021A;Q;1;789582509814 0
41191080; 022;Q;1;789537203119 5
3015; 022;Q;1;789004202387 6
941009770024E;022A;Q;1;789582516952 9
41191180; 023;Q;1;789537203120 1
922983250014; 023;Q;1;789582514917 0
941009010245E;023A;Q;1;789582516852 2
7001604C1; 024;Q;1;789582536570 9
961003250024; 024;Q;1;789582520053 6
41194080; 024;Q;1;789537203124 9
941009420055E;024A;Q;1;789582516931 4
602152250050E;024B;Q;1;789582509713 6
961083250024E; 025;Q;1;789582518377 8
922903450063E; 026;Q;1;789582536790 1
25507080; 026;Q;1;789537207209 9
SA0130113; 026;Q;1;120470043567 7
922903450083E; 027;Q;1;789582537130 4
23508080; 028;Q;1;789537202003 8
SE0130029; 028;Q;1;120170043508 9
922903450053E; 028;Q;1;789582536734 5
23608080; 029;Q;1;789537202352 7
961003450073E; 029;Q;1;789582536730 7
SA0130085; 029;Q;1;120470043566 0
23607080; 030;Q;1;789537202348 0
SE0130083; 030;Q;1;120470043565 3
961003450063E; 030;Q;1;789582536725 3
961203450023; 031;Q;1;789582518593 2
11240B; 031;Q;1;730020190243 5
961203450013E; 032;Q;1;789582518592 5
23738080; 033;Q;1;789537203978 8
940703450043E; 033;Q;1;789582515498 3
1842137C1E; 034;Q;1;789011936404 8
1842138C1;034A;Q;1;789011936410 9
23739080; 035;Q;1;789537203979 5
940703450053E; 035;Q;1;789582515499 0
922983320014; 036;Q;1;789582514920 0
GC0130041; 036;Q;1;120340053345 4
11322080; 036;Q;1;789537204817 9
GC0130037; 037;Q;1;120340263344 2
922503320024; 037;Q;1;789582512186 2
11290080; 037;Q;1;789537204789 9
961083320024; 038;Q;1;789582536738 3
GC0130042; 038;Q;1;120340043346 4
