Cód.Original;Baia;;Nível;Cód.Barras
4148K002E; 012;I;2;789582507593 6
0350005E; 013;I;2;789582500883 5
70100424E; 013;I;2;789582503109 3
36862175; 014;I;2;100020057424 9
 0720580; 015;I;2;100040058340 9
 0170044; 016;I;2;100300057399 3
70330025; 017;I;2;100540054196 1
 0780240; 018;I;2;100700051363 8
70650079E; 019;I;2;789582504409 3
32726512E; 020;I;2;789582502125 4
 0610904; 021;I;2;100630057407 3
70997018; 022;I;2;100700054204 1
 0920007; 023;I;2;100240057595 8
33122117; 024;I;2;100240057414 2
2234057; 025;I;2;100040057374 5
2411126; 026;I;2;100240051718 7
70730002; 027;I;2;100020057326 6
31734113; 028;I;2;100010057411 0
 0410256; 029;I;2;100310057403 6
36861434; 030;I;2;100020057422 5
 0201510; 031;I;2;100080054207 5
 0748417; 032;I;2;100040053692 4
 0096443; 033;I;2;789582500820 0
 0920298; 034;I;2;100240057614 6
 0650590; 035;I;2;100120057370 6
32712715E; 036;I;2;789582502116 2
0150144E; 038;I;2;789582500835 4
36566517; 039;I;2;100600055407 8
70940064; 040;I;2;100190050848 0
 0096244; 041;I;2;100040056974 8
70100079; 043;I;2;100070057354 4
70991272; 044;I;2;100070050073 1
70680008; 045;I;2;100240051391 2
0500014E; 046;I;2;789582500953 5
70410004; 047;I;2;100310051854 2
70740346E; 048;I;2;789582504627 1
70090044; 049;I;2;100040052496 9
33125151; 050;I;2;100660059307 1
33287311; 051;I;2;100210059003 9
70090039; 052;I;2;100040057353 0
35629; 053;I;2;170170010648 9
70730007; 054;I;2;100520057327 8
33221316; 055;I;2;100210058993 4
 0180194; 056;I;2;100600054206 8
70240058; 057;I;2;100480057362 6
0748412E; 058;I;2;789582501066 1
2252230; 060;I;2;100170053721 5
70200798E; 061;I;2;789582503579 4
33532129E; 062;I;2;789582502247 3
TE108051E; 063;I;2;789582506447 3
2313M058E; 064;I;2;789582501743 1
2311D039; 065;I;2;789582501734 9
 0566008; 066;I;2;100740057443 7
2313H229; 067;I;2;789582507179 2
ERR0874A; 068;I;2;789582506253 0
0748413E; 069;I;2;789582501067 8
70490709E; 071;I;2;789582507924 8
70490294E; 072;I;2;789582504081 1
70680019E; 073;I;2;789582508023 7
7008200R1E; 073;I;2;789001340080 4
70680020E; 074;I;2;789582537426 8
2116A023E; 075;I;2;789582501730 1
70590019E; 075;I;2;789582507982 8
70490824E; 076;I;2;789582507952 1
70490704E; 077;I;2;789582507921 7
70490823E; 078;I;2;789582507951 4
2415633E; 079;I;2;789582507421 2
A14219 STD; 088;I;2;789241564446 6
70991139E; 001;J;2;789582505133 6
70993357E;001A;J;2;789582505951 6
CMK2020;001A;J;2;789007738955 8
70360014E; 002;J;2;789582503768 2
70993261;002A;J;2;789582505920 2
70360027E; 003;J;2;789582503773 6
70360058E;003A;J;2;789582503784 2
70360026E; 004;J;2;789582503772 9
70993757E;004A;J;2;789582508563 8
70360024; 005;J;2;100260053172 3
70360031; 006;J;2;100260053173 0
70360025E; 007;J;2;789582503771 2
70990868; 008;J;2;100260050705 6
70990082E; 009;J;2;789582504972 2
70360002E; 010;J;2;789582503766 8
1932033; 011;J;2;789002639980 5
70360055E; 011;J;2;789582503782 8
BAU100253; 012;J;2;789007739625 9
70993174R; 012;J;2;789582521910 1
70360057E; 013;J;2;789582503783 5
70991937; 014;J;2;789582505423 8
70991937P; 014;J;2;789002636034 8
70360046; 015;J;2;100260050785 8
70360015; 016;J;2;789582503769 9
70360029E; 017;J;2;789582503774 3
70991428E; 018;J;2;789582505230 2
70360062E; 019;J;2;789582507774 9
70360032; 020;J;2;100260051848 9
70360038E; 021;J;2;789582503779 8
70360030; 022;J;2;789582503775 0
70360013E; 023;J;2;789582503767 5
70991277E; 024;J;2;789582505175 6
79510E;02A;J;2;789582521899 9
7002348C1E;16A;J;2;789844529557 9
T154; 001;K;2;789002939507 1
31147784; 001;K;2;789582501953 4
31147784P; 001;K;2;789002936759 7
70670109;001A;K;2;100290051677 2
3115T091;001B;K;2;100290057963 0
3115T091P;001B;K;2;789002938332 0
2635737;001C;K;2;100780058320 6
2635601E;001D;K;2;789582501371 6
3115C071;001E;K;2;100290057960 9
T151;001E;K;2;789002939508 8
3115C071P;001E;K;2;789002939509 5
70670083; 002;K;2;100290051684 0
70670193E;002A;K;2;789582504496 3
31148676; 003;K;2;311486770000 7
31148676P; 003;K;2;789002936510 4
T506; 003;K;2;789002939983 3
70670074; 004;K;2;100290051311 5
70670103; 005;K;2;789582504458 1
70670785E;006A;K;2;789582536695 9
T66; 007;K;2;789002939795 2
70670167; 007;K;2;789582504487 1
70998013; 007;K;2;789582506035 2
70670095; 008;K;2;100290051317 7
70670202E;008A;K;2;789582504503 8
70670093; 010;K;2;100290051316 0
7030155006; 010;K;2;240290010126 5
31148791;010A;K;2;100290057958 6
70670773E;010B;K;2;789582504507 6
7030155000; 011;K;2;240290010121 0
31145631; 011;K;2;100290057951 7
70670108;011A;K;2;789582504462 8
31146702; 012;K;2;100290053868 2
70670066; 013;K;2;100290053266 6
70670772E;013A;K;2;789582508013 8
31146582; 014;K;2;100290057953 1
70670098E;014A;K;2;789582504456 7
7030155003; 015;K;2;240290070043 7
70670096E; 015;K;2;789582504454 3
3113V021E; 016;K;2;789582501947 3
70670091E; 017;K;2;789582504450 5
31146952; 018;K;2;100290057954 8
70670105E; 019;K;2;789582504460 4
70993368E;01F;K;2;789582505955 4
T157;01F;K;2;789002938783 0
70670102; 020;K;2;100290051320 7
70670124; 021;K;2;100290051340 5
70670782E; 022;K;2;789582508018 3
7030155008; 022;K;2;240290010127 2
70670782; 022;K;2;100290051342 9
70670013; 023;K;2;100290050083 2
70670042; 024;K;2;100290051305 4
7030155004; 024;K;2;240290010124 1
70670017; 025;K;2;100290051302 3
70670058; 026;K;2;100290051308 5
70670170E; 027;K;2;789582504490 1
T153; 028;K;2;789002938782 3
70670160; 028;K;2;789582504485 7
70670190E; 029;K;2;789582504493 2
2635697; 029;K;2;100290053802 6
70670189P; 030;K;2;789002939076 2
70670089; 031;K;2;100290051313 9
70670031P; 032;K;2;789002932293 0
70670031; 032;K;2;100290051303 0
70990916; 033;K;2;100290050750 3
C70670100J;033A;K;2;789002937749 7
70670073; 034;K;2;100290051310 8
70670056; 035;K;2;100290051307 8
70670106; 036;K;2;789582504461 1
70670090; 037;K;2;100290051314 6
70670114; 038;K;2;100290053268 0
70670215; 039;K;2;789582508727 4
3115T043P; 040;K;2;789002938333 7
3115T043E; 040;K;2;789582501961 9
70670168E; 041;K;2;789582504488 8
70670781E; 042;K;2;789582508017 6
70670191;042A;K;2;100290051376 4
70670126; 043;K;2;100290053261 1
70670113;043A;K;2;100290057324 9
70670129; 044;K;2;789582504472 7
ERR3734CE; 045;K;2;789582506316 2
ERR3733CE; 046;K;2;789582506315 5
70670776E;046A;K;2;789582508015 2
70670197E; 047;K;2;789582504499 4
70670199E; 048;K;2;789582504501 4
31147203; 050;K;2;100290051698 7
70670111; 051;K;2;100290051329 0
70670783E;051A;K;2;789582508019 0
70670112; 052;K;2;789582504466 6
ERR3735CE; 053;K;2;789582506317 9
T158;16;K;2;789002939982 6
T629;16A;K;2;789002940128 4
T59;17;K;2;789002940482 7
T136;1B;K;2;789002939737 2
T124;27;K;2;789002938794 6
70670104E;28;K;2;789582504459 8
70670189E;30;K;2;789582504492 5
T122;30;K;2;789002939417 3
T159;40;K;2;789002940018 8
T477;41;K;2;789002940129 1
70993368P;O1F;K;2;789002939077 9
HS090;001A;L;2;789582508432 7
70997140; 002;L;2;100400050411 6
70997141; 003;L;2;789582506020 8
70997143; 004;L;2;100400339086 0
70997124; 005;L;2;100400050487 1
3765K031E; 006;L;2;789582502699 0
70081E; 007;L;2;789582500027 3
37763052; 008;L;2;100400052215 8
SP70990177; 010;L;2;170070032599 9
70990177; 010;L;2;100010050949 5
LDL177; 010;L;2;789002832294 8
70990177P; 010;L;2;170280051480 8
70991130; 011;L;2;100400050048 4
FH135; 011;L;2;789004039671 2
70991130P; 011;L;2;789004036750 7
70840054P;011A;L;2;789004639067 7
70840054E;011A;L;2;789582508077 0
KR20014M; 012;L;2;789004635368 9
72054E; 012;L;2;789582500075 4
70997097; 013;L;2;100400052575 3
70998123; 014;L;2;100280054287 1
70997113;015A;L;2;100400050284 6
70997134E; 016;L;2;789582506014 7
70997136E; 017;L;2;789582506016 1
70997135; 018;L;2;100400050415 4
70997137E; 019;L;2;789582506017 8
70992159; 020;L;2;789582505496 2
ULPK0038M;020A;L;2;789001035004 1
70997058E; 021;L;2;789582505999 8
72132E; 022;L;2;789582508279 8
70997059; 023;L;2;789582506000 0
 0995260; 024;L;2;100460057642 1
LDL260; 024;L;2;789004632295 1
0995260P; 024;L;2;789004638706 6
70997142; 025;L;2;789582506021 5
CF043P; 026;L;2;789004639205 3
905419050003E; 026;L;2;789582549388 4
70840050; 026;L;2;789582504816 9
70840050P; 026;L;2;789004636685 6
71043; 027;L;2;100680057395 8
635776; 028;L;2;789582500708 1
905411420010; 028;L;2;260010045209 9
7008467R1E; 028;L;2;789000040987 2
423651; 029;L;2;789582500603 9
KX24; 029;L;2;120280170599 6
7008468R1; 029;L;2;789002840785 0
72114; 030;L;2;100280339111 7
HS017; 031;L;2;789582500455 4
7008470R1E; 031;L;2;789000040986 5
7008102R1;031A;L;2;789002840575 7
71185E;031A;L;2;789582536779 6
4461492; 032;L;2;789000040961 2
2654403; 032;L;2;789002839408 2
72104; 033;L;2;789582500102 7
7008088R1E; 034;L;2;789002839001 5
72121; 034;L;2;789582508271 2
HDF496; 035;L;2;789002832404 1
S4039; 035;L;2;789582500536 0
7002906C91E;035A;L;2;789582525243 6
31A003; 036;L;2;789582525281 8
72136; 036;L;2;789582508281 1
HS120E;036A;L;2;789582537040 6
7008294R91;036A;L;2;789002840849 9
6354130; 037;L;2;789582501578 9
HDS130; 037;L;2;789002832405 8
6354130I; 037;L;2;789002839462 4
905411510037;037B;L;2;789582536777 2
955411800001E; 038;L;2;789002840787 4
71054; 038;L;2;789582500034 1
7008471R1; 038;L;2;789000040923 0
905411890002; 038;L;2;789002840634 1
71058; 039;L;2;789582500038 9
PH2895; 040;L;2;170280223898 6
OC38; 040;L;2;120280170627 6
7008370R1E; 040;L;2;789002840764 5
R7001038C1E; 040;L;2;789582526048 6
71016; 041;L;2;789582500029 7
315299E; 042;L;2;789582500576 6
OX18D; 042;L;2;120280170630 6
PL957; 042;L;2;789002836361 3
KC119; 043;L;2;120280021236 5
72138E; 043;L;2;789582537145 8
2656085E; 044;L;2;789582501394 5
2656818E; 045;L;2;789582501395 2
37763295; 046;L;2;100400052216 5
70037; 047;L;2;100280052699 4
905410550005E; 048;L;2;789002839923 0
72005E; 048;L;2;789582500057 0
72007E; 049;L;2;789582500058 7
71015; 050;L;2;100280056197 1
71031; 051;L;2;789582500031 0
72012E; 052;L;2;789582500061 7
72010E; 053;L;2;789582500060 0
70993356; 054;L;2;100280338966 4
FC11695; 054;L;2;789002839218 7
70993151; 055;L;2;100980338784 3
72112E; 056;L;2;789582500106 5
72032E;056A;L;2;789582500064 8
72113E; 057;L;2;789582500107 2
71042; 058;L;2;100280052928 5
72115E; 060;L;2;789582506961 4
72131E; 061;L;2;789582508278 1
72117E; 062;L;2;789582500109 6
37764261; 063;L;2;100400036236 5
7008211R1E; 064;L;2;789000041031 1
72090E; 064;L;2;789582500090 7
70993187;064A;L;2;789582505885 4
72091E; 065;L;2;100280052611 6
7008646R91; 066;L;2;789000040866 0
FH120; 066;L;2;789004038724 6
905400150014; 066;L;2;789582511249 5
FH320; 066;L;2;789004037453 6
7006656C91E; 066;L;2;789002839836 3
70993018; 066;L;2;789582505840 3
72044E; 067;L;2;789582500070 9
70993550E; 068;L;2;789582508189 0
72041E; 069;L;2;789582500069 3
72143E; 071;L;2;789582508837 0
72071; 072;L;2;100280050753 5
72065E; 073;L;2;789582500078 5
70993518; 075;L;2;100400053399 4
72031E; 076;L;2;789582500063 1
70997133P;15;L;2;789004038707 9
70997149E;15;L;2;789582519451 4
70997148E;16;L;2;789582508739 7
4816636;32A;L;2;789002838568 4
2654407;32B;L;2;789002838983 5
70991451; 001;M;2;100760053351 7
70990890; 002;M;2;100760053327 2
79040; 003;M;2;789582500420 2
2674A053E; 004;M;2;789582501935 0
77549E;004A;M;2;789582508326 9
79037; 005;M;2;789582500419 6
71175E; 006;M;2;789582508252 1
7002384C1E;006A;M;2;789582525027 2
71150E; 007;M;2;789582500055 6
JPR1074; 008;M;2;789001039333 8
71134; 008;M;2;789582500049 5
71069; 009;M;2;789582500042 6
70200811; 010;M;2;789582503586 2
75053E; 011;M;2;789582536794 9
7008322R1E; 011;M;2;789010640851 9
70200451E; 012;M;2;789582503447 6
635772; 013;M;2;100840052926 7
70330075; 014;M;2;789582503743 9
7004082C1E; 015;M;2;789582536869 4
70730050; 015;M;2;789004101857 6
02583BRGF; 015;M;2;789125202583 4
79036E; 016;M;2;789582500418 9
75067E;016A;M;2;789582508313 9
75177E;016B;M;2;789010636978 0
9166658; 017;M;2;789010135553 5
2674A166E; 017;M;2;101010053860 9
7005520R1; 018;M;2;789010136964 8
77518R; 019;M;2;100100056903 9
77518E; 019;M;2;789582506980 5
7007119R1E; 020;M;2;789010139988 1
79050; 020;M;2;789582500421 9
S4021; 021;M;2;100010059716 4
70420025E; 021;M;2;789582507781 7
70420026E; 022;M;2;789582507782 4
S4020; 022;M;2;100010059715 7
70200800E; 023;M;2;789582503581 7
70200734;023A;M;2;789582503537 4
70470038; 024;M;2;100610051936 6
70200258; 025;M;2;100050052250 6
70470068E;025A;M;2;789582503911 2
70380050; 026;M;2;789582503790 3
635723;026A;M;2;100140052670 0
70991197; 027;M;2;100130053345 7
02420BAGE; 028;M;2;789004139126 6
2418F701; 028;M;2;789005131575 7
05308BRGP; 028;M;2;789004137011 7
70730017; 028;M;2;100410052806 7
70730016E; 029;M;2;789582537249 3
02578BRGF; 030;M;2;789582536606 5
7004166C1E; 030;M;2;789582530435 7
70730043; 030;M;2;789582504540 3
01050BRGS; 030;M;2;170130012429 6
79526E; 031;M;2;789582508334 4
77547E;031A;M;2;789582508324 5
2643D615; 032;M;2;100100057861 1
79022; 033;M;2;789582500413 4
6354148; 034;M;2;101070050298 7
S4053; 035;M;2;100010059738 6
 0001934000;035A;M;2;170100041528 1
7000520C91; 036;M;2;789582521976 7
TCR1321; 036;M;2;789008240131 3
4236150; 036;M;2;100010052636 2
7008449R1E; 036;M;2;789001640804 3
TCR1011; 036;M;2;789008239616 9
7005972C91E; 036;M;2;789001638932 8
TCR1432; 036;M;2;789008240536 6
TCR1326; 036;M;2;789008240349 2
50009111; 036;M;2;789053712733 1
TCR1433; 036;M;2;789008239985 6
TCR1329; 036;M;2;789008239622 0
37725124; 037;M;2;101160051776 7
70998076E; 039;M;2;789582537437 4
37725437E; 041;M;2;789582502713 3
OP061; 042;M;2;730020261519 8
QP061; 042;M;2;789000237260 0
70730023E; 042;M;2;789582536988 2
50050548; 042;M;2;720720050664 3
70730019E; 043;M;2;789582537231 8
2418F704P;043A;M;2;789004139887 6
2418F704;043A;M;2;789004134994 6
R7000992C1; 044;M;2;789582524568 1
R30310P;044A;M;2;230410190705 2
79019; 045;M;2;789582500412 7
7005525R1; 045;M;2;789001138497 7
7005523R1;045A;M;2;789010136965 5
79054; 046;M;2;789582500424 0
79007E; 047;M;2;789582500407 3
79517E;047A;M;2;789582508329 0
4236149; 048;M;2;100010050924 2
71138E; 049;M;2;789582500051 8
50009118; 050;M;2;789053712804 8
70993256; 050;M;2;100820338934 1
70993256P; 050;M;2;100820054907 6
T57801; 051;M;2;120420050096 7
635807; 051;M;2;100420052684 0
K81; 053;M;2;570440050044 7
 0410264; 053;M;2;100440057042 1
70730054E; 054;M;2;789582536870 0
70998203E; 055;M;2;789582545140 2
70998202E; 056;M;2;789582536841 0
09242BREF; 057;M;2;510410030004 8
70730062E; 057;M;2;789582536822 9
2643M016E; 058;M;2;789582507154 9
72124;058A;M;2;100100053423 5
77378; 059;M;2;100100052935 4
79530E; 060;M;2;789582519441 5
77336; 060;M;2;100100055094 5
635804US; 061;M;2;789008232314 1
635804; 061;M;2;100820052934 4
635764US; 062;M;2;789000632315 8
635764; 062;M;2;100060036493 8
 0410265; 063;M;2;100440054183 4
0410236P; 063;M;2;789004436035 1
 0410236; 063;M;2;789582500903 0
3667N002E; 064;M;2;789582502444 6
31161139; 065;M;2;100440053320 4
33817132E; 066;M;2;789582537103 8
70730051E; 067;M;2;789582537436 7
70730045E; 068;M;2;789582504541 0
30854E; 069;M;2;789582500002 0
77327; 070;M;2;789582500318 2
77515E;070A;M;2;789582507122 8
77411E; 071;M;2;789582500365 6
77328; 072;M;2;100100050290 6
70993743E; 073;M;2;789582508805 9
50009112; 074;M;2;789053712735 5
7000515C91; 074;M;2;789582521982 8
4236119; 074;M;2;100820052663 3
7005974C91E; 074;M;2;789582534093 5
7008094R1E; 075;M;2;789004440508 3
7004238C1E; 075;M;2;789004437785 4
K50; 075;M;2;570440050008 9
K51; 076;M;2;570440050009 6
 0410276; 076;M;2;789582500906 1
0410276P; 076;M;2;789004436692 6
7004237C1E; 076;M;2;789004437844 8
7008096R1E; 076;M;2;789004440515 1
70730069E;077A;M;2;789582521891 3
70730060E; 078;M;2;789582536959 2
70320078E; 079;M;2;789582542757 5
70990784E; 080;M;2;789582505036 0
74199; 082;M;2;789582508301 6
77251; 083;M;2;100100053799 1
50009113; 084;M;2;789053712736 2
ZZ90010E; 084;M;2;789582508525 6
420361P; 084;M;2;789008226081 1
70993440E; 085;M;2;789582508135 7
7008437R91E; 085;M;2;789000041020 5
315260E; 086;M;2;789582500569 8
70200788E; 088;M;2;789582503573 2
635711; 089;M;2;100380050941 3
T773300;174A;M;2;789002238321 1
70200KB;43B;M;2;789000240491 2
315260P;86;M;2;789008232272 4
70990749; 001;N;2;100760050689 4
70990837;001A;N;2;100760051133 1
70990526; 002;N;2;789582507134 1
70100736E; 003;N;2;789582503213 7
70100751E; 004;N;2;789582503223 6
70810055E; 005;N;2;789582504721 6
70100708E; 006;N;2;789582503198 7
7005115R91E; 007;N;2;789003136718 9
41115004; 007;N;2;789582502807 9
70410068E; 008;N;2;789582503813 9
7005112R1E; 009;N;2;789003137352 4
70410067E;009A;N;2;789582503812 2
4111A015E; 010;N;2;789582502821 5
31171931E; 011;N;2;789582537151 9
70440149; 012;N;2;100510053047 0
70440125E; 013;N;2;789582503855 9
70150038P; 014;N;2;789004840151 7
70940067; 015;N;2;100190051656 0
70993367; 016;N;2;789582506996 6
70993181; 017;N;2;789582505882 3
70100645; 018;N;2;789582503182 6
70100734E; 019;N;2;789582503211 3
 0410227; 022;N;2;789582500900 9
7005114R1E; 022;N;2;789003137351 7
70410116E; 023;N;2;789582522053 4
31164362P; 024;N;2;789003138115 4
7005116R1E; 024;N;2;789003137875 8
31164362; 024;N;2;789582501966 4
70991389; 025;N;2;100310050122 3
70410017; 026;N;2;100310051856 6
70100811E; 027;N;2;789582507653 7
3771K121; 028;N;2;100510054165 0
70440090; 029;N;2;100510050466 2
37766262; 030;N;2;100510053267 2
41326927; 031;N;2;100480050913 7
70993805; 031;N;2;789582521463 2
70320069; 032;N;2;100430051814 1
70320063E; 033;N;2;789582503711 8
70320029; 034;N;2;100430050536 3
70320080E; 035;N;2;789582537885 3
3178C078; 035;N;2;100430058839 7
70320057E; 036;N;2;789582503705 7
70100692; 037;N;2;789582503190 1
70100627; 038;N;2;789582503171 0
70100746E; 039;N;2;789582503220 5
70100783; 040;N;2;789582503239 7
70991042E; 041;N;2;789582505097 1
70991388; 042;N;2;100310050121 6
70410025; 043;N;2;100310050727 0
0410228E; 044;N;2;789582500901 6
70410040; 045;N;2;100310050733 1
37746221; 046;N;2;100480053943 1
70240245E; 047;N;2;789582507755 8
70240503E; 048;N;2;789582508740 3
70150038E; 048;N;2;789582536893 9
70150008; 049;N;2;100480050193 3
2487854E; 050;N;2;789582501347 1
70320077E; 051;N;2;789582503722 4
70320081E; 052;N;2;789582507766 4
31787437; 053;N;2;100430058837 3
70320026; 054;N;2;100430052783 9
70320005E; 055;N;2;789582503694 4
37762971; 056;N;2;789582502747 8
70100505; 057;N;2;789582503128 4
70100726; 058;N;2;789582503208 3
70100551; 059;N;2;100070052009 8
70991390; 060;N;2;100310052325 6
70991459;060A;N;2;100310050169 8
70991391; 061;N;2;100310050128 5
41115018E; 062;N;2;789582545181 5
70150064E; 063;N;2;789582507684 1
41297050; 064;N;2;789537203142 3
70870001; 064;N;2;789582536663 8
70430001E; 065;N;2;789582503827 6
635712; 066;N;2;789582500695 4
74068; 067;N;2;100480051956 3
70320027; 068;N;2;100430051797 7
70991629; 069;N;2;100430052291 9
2418F547E; 070;N;2;789582507183 9
70320076E; 071;N;2;789582503721 7
70320054E; 072;N;2;789582503702 6
70440186E; 073;N;2;789582507255 3
70240521E; 074;N;2;789004837913 7
72126; 075;N;2;100100339115 6
MBVHS; 075;N;2;789001038165 6
RM246; 075;N;2;789001032833 0
BF5439; 075;N;2;760100010044 3
 0410231; 076;N;2;789582500902 3
70410021; 077;N;2;100310050721 8
70410016; 078;N;2;100310051855 9
70410018; 079;N;2;100310050708 9
70991024; 080;N;2;100310053314 9
NTC9416BE; 082;N;2;789582506435 0
HS500; 083;N;2;789582500484 4
7008158R91; 083;N;2;789582584776 2
HS606;083A;N;2;789582530756 3
7008248R91E;083B;N;2;789002940237 3
7008246R91E; 084;N;2;789001840403 6
31416307; 084;N;2;789582502026 4
7007115R91E; 084;N;2;789001838953 1
37762871; 085;N;2;789582502746 1
70320058E; 086;N;2;789582503706 4
70320065; 087;N;2;100430053164 5
70320062E; 088;N;2;789582503710 1
70320006E; 090;N;2;789582503695 1
70320079E; 091;N;2;789582507765 7
70100399; 092;N;2;100070052031 9
70100735; 093;N;2;789582503212 0
70993773E; 094;N;2;789582508836 3
41115367E; 095;N;2;789582502818 5
41115005; 096;N;2;100310053952 3
70100428E; 097;N;2;789582503110 9
70410001E; 098;N;2;789582503792 7
74061; 099;N;2;100010051783 4
37556149;100;N;2;100480052098 9
7008338R1E;101;N;2;789004240848 2
70860001E;101;N;2;789582504817 6
37738261E;103;N;2;789582502731 7
37738261P;103;N;2;789000840483 1
70320004;104;N;2;100430051792 2
70320068;105;N;2;100430051811 0
70990870;106;N;2;100430051171 5
70320074E;107;N;2;789582540094 3
70320059E;108;N;2;789582538063 4
70100442;109;N;2;100070053077 6
70990496;109A;N;2;170110052049 6
70991835;110;N;2;100070050347 3
36541425;111;N;2;100860058245 1
3117C071;112;N;2;100310057985 7
31171681P;113;N;2;789003140049 7
31171681E;113;N;2;789582501976 3
 0410232;114;N;2;100310058167 6
70993772E;115;N;2;789582508737 3
LHP100860;116;N;2;100290339444 5
5310564300;116;N;2;789002938614 7
41115111;117;N;2;100310053953 0
7007117R91E;118;N;2;789002038954 3
31416304;118;N;2;789582502024 0
70140018E;119;N;2;789582508758 8
SB373;119;N;2;789001838366 9
70140019E;120;N;2;789582508798 4
7008156R1E;120;N;2;789002040060 6
70440183;121;N;2;789582503881 8
70990325; 001;O;2;100760052151 4
70991123;001A;O;2;100760052266 5
70991119; 002;O;2;100760050044 1
26410009; 003;O;2;100230057848 6
26410090; 005;O;2;100010057850 7
OTD0046; 006;O;2;789005134090 2
70200115; 007;O;2;100080051261 0
3125;007A;O;2;789000139888 5
377823301MA;007A;O;2;789000139702 4
38418;007A;O;2;789000139286 9
377823031EMA;007A;O;2;789000139701 7
TKC10111;007A;O;2;789000139705 5
60226;007A;O;2;789000139285 2
CT960K1;007A;O;2;789000040871 4
377823302MA;007A;O;2;789000139703 1
3134;007A;O;2;789000139890 8
TKC10110;007A;O;2;789000139706 2
2000;007A;O;2;789001640629 2
SK121;007A;O;2;789000140166 0
41856960;007A;O;2;789000139733 8
8561;007A;O;2;789000139323 1
666;007A;O;2;789000137658 6
3107;007A;O;2;789000739360 0
70100693E; 008;O;2;789582503191 8
70100543; 009;O;2;100070052004 3
37737902; 010;O;2;100080051809 4
37736341; 011;O;2;100080052173 5
70440133; 012;O;2;100510051896 6
OTD0058; 012;O;2;789003834995 9
70200086; 013;O;2;100480053108 4
70440064; 014;O;2;100510050481 5
70992881; 015;O;2;789582505802 1
33418301E; 016;O;2;789582502230 5
26410045; 017;O;2;100230057849 3
424820; 018;O;2;100230051234 3
6357100; 019;O;2;100230050917 6
26410042;019A;O;2;100230057387 0
26410096; 020;O;2;100230051899 4
70100449E; 021;O;2;789582503119 2
70100528; 022;O;2;100070051999 3
70100434; 023;O;2;100070052011 1
70950027E; 024;O;2;789582504961 6
70100542; 025;O;2;100070052003 6
3152139E; 026;O;2;789582501415 7
70140006;026A;O;2;100200052940 5
70140006P;026A;O;2;789002040150 4
70200218; 027;O;2;789582503376 9
70440135; 028;O;2;100510053198 9
ERR2855AE; 029;O;2;789582506291 2
70050168E; 030;O;2;789582502991 5
70050024; 031;O;2;100220052704 1
GB1076 STD; 031;O;2;120220053124 0
H57027; 031;O;2;120220050696 5
H57093; 032;O;2;120220050871 6
70998033E; 033;O;2;789582536666 9
423643; 034;O;2;100230053981 4
423680; 035;O;2;100230053027 9
635444; 036;O;2;100230051516 0
70100183; 037;O;2;100070052051 7
70100274; 038;O;2;100070053066 0
70100275; 039;O;2;100070052035 7
70100337; 040;O;2;100070053070 7
70540075; 041;O;2;100510051608 5
3117V003E; 042;O;2;789582501996 1
70750072E; 042;O;2;789582525942 8
32731127P; 043;O;2;789003840436 8
32731127E; 043;O;2;789582502128 5
70750045E; 044;O;2;789582504667 7
70750043E; 045;O;2;789582537076 5
315288; 046;O;2;100380058808 1
70050167E; 047;O;2;789582502990 8
70998104E; 048;O;2;789582506103 8
70998103E; 049;O;2;789582506102 1
70998007E; 050;O;2;789582506029 1
70998006E; 051;O;2;789582506028 4
70991785; 052;O;2;100100057315 9
423663; 053;O;2;100370057396 5
635484; 054;O;2;100230051912 0
4134C011E; 056;O;2;789582507131 0
70100400; 057;O;2;100070052778 3
70100440; 058;O;2;100070052788 2
41474236; 059;O;2;100070052616 8
70100716E; 060;O;2;789582536997 4
7007226R1E; 060;O;2;789000041052 6
4203157E; 061;O;2;789582501454 6
4203157P; 061;O;2;789003832695 0
3152130E; 062;O;2;789582501413 3
3152130P; 062;O;2;789003835330 7
70140017E; 063;O;2;789582508803 5
70140017L1E; 063;O;2;789000041021 2
7008154R1E; 063;O;2;789582584874 5
424807; 065;O;2;789582500618 3
PK424807 P; 065;O;2;789003837080 9
424807P; 065;O;2;789003820118 9
70140005; 066;O;2;100200052189 8
635418E; 067;O;2;789003800644 9
70050137E; 068;O;2;789582502976 2
2511425P; 069;O;2;789582501355 6
2511637; 070;O;2;100220057821 0
2511613E; 071;O;2;789582501357 0
7007227R1E; 072;O;2;789000040947 6
0050345E; 072;O;2;789582536940 0
70992497E; 073;O;2;789582537149 6
7008344R1; 074;O;2;789000040948 3
41371077E; 074;O;2;789582541080 5
7008343R1E; 075;O;2;789001740514 0
11188; 075;O;2;789267700302 5
70992498E; 075;O;2;789582505659 1
70100355; 076;O;2;789582503088 1
70100531E; 077;O;2;789582503137 6
70540016; 078;O;2;100080050529 2
70100323; 079;O;2;100070053069 1
31171276E; 080;O;2;789582501974 9
420388; 081;O;2;789582500588 9
70140015E; 082;O;2;789582508801 1
U7LR0003E; 084;O;2;789582506474 9
424823; 085;O;2;789582500623 7
70050029; 086;O;2;100220050340 3
70050113E; 087;O;2;789582502971 7
70240501; 088;O;2;789582508687 1
 0050327; 089;O;2;100220050486 8
70330082; 090;O;2;100220052794 2
11332; 091;O;2;789267700319 3
4138A034; 091;O;2;789582502886 4
7008024R91E; 091;O;2;789582537367 4
11187; 092;O;2;789267700301 8
